ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
174563681,Photo,Inca de Garganta Violeta,Coeligena violifer,,Timothy Forrester,2011-11-14,2011,11,14,1530,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,Adult Female – 1,,Unspecified,"","",,,,,,,S59321854,"",,,,,Coeligena violifer,vitsta1,Species,4529,,4.67,3,,2592,4608
171254701,Photo,Batará de Dorso Castaño,Thamnophilus palliatus,,Eduardo  Jackson,2019-08-04,2019,8,4,1000,Peru,PE-PAS,Pasco,,ACP Bosque de Churumazú,-10.5943391,-75.4402366,"",,Unspecified,"","",,,,,,,S58761401,"",,,,,Thamnophilus palliatus,chbant2,Species,12935,,4.67,3,,2256,3010
169913411,Photo,Guacamayo de Cabeza Azul,Primolius couloni,,Juan Pablo Arboleda,2018-11-29,2018,11,29,550,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Pilcopata a Atalaya (500-600m),-12.9015900,-71.3852100,"",,Unspecified,"","",,,,,,,S58475968,"",,,,,Primolius couloni,buhmac1,Species,,,4.67,3,,2590,3452
168778561,Photo,Garza Grande,Ardea alba,,Monica Paredes Mejia,2019-05-19,2019,5,19,951,Peru,PE-LIM,Lima,,Humedal El Cascajo,-11.5938956,-77.2685409,"",,Unspecified,"","",,,,,,,S58285139,"",,,,,Ardea alba,greegr,Species,7200,,4.67,3,,2850,4512
168562931,Photo,Fringilo-Inca de Frenillo Anteado,Incaspiza laeta,,Nick Athanas,2014-09-14,2014,9,14,0,Peru,PE-CAJ,Cajamarca,,Cañón Balsas,-6.8533700,-78.0301700,Adult,,Unspecified,"","",,,,,,,S58243146,"",,,,,Incaspiza laeta,bbifin1,Species,34065,,4.67,3,,1536,2048
167592541,Photo,Cucarachero Peruano,Cinnycerthia peruana,,Nick Athanas,2013-09-13,2013,9,13,0,Peru,PE-HUC,Huánuco,,Senda Paty,-9.6951729,-76.0867619,Adult,,Unspecified,"","",,,,,,,S49385633,"",,,,,Cinnycerthia peruana,perwre1,Species,26663,,4.67,3,,3263,4351
167102801,Photo,Martín Pescador Pigmeo,Chloroceryle aenea,,David Olsen,2019-06-24,2019,6,24,610,Peru,PE-MDD,Madre de Dios,,"Centro de Educacion, Ciencia y Conservacion Tambopata/Hacienda Herrera",-12.6051293,-69.1357344,"",,Unspecified,"","",,,,,,,S57961863,"",,,,,Chloroceryle aenea,ampkin1,Species,9789,,4.67,3,,3367,5050
166282031,Photo,Pava de Ala Blanca,Penelope albipennis,,Nick Athanas,2015-09-22,2015,9,22,0,Peru,PE-LAM,Lambayeque,,ACP Chaparrí--Chaparrí Ecolodge,-6.5438889,-79.4813889,Adult,,Unspecified,"","",,,,,,,S57794994,"",,,,,Penelope albipennis,whwgua1,Species,808,,4.67,3,,3515,4686
163013341,Photo,Calzadito de Vientre Esmeralda,Eriocnemis aline,,Marbry Hopkins,2010-07-17,2010,7,17,1300,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,Adult,,Unspecified,"","",,,,,,,S56863899,"",,,,,Eriocnemis aline,embpuf1,Species,4496,,4.67,3,,2592,3888
162092331,Photo,Carpintero Andino,Colaptes rupicola,,Tristan Lowery,2019-05-04,2019,5,4,704,Peru,PE-CUS,Cuzco [Cusco],,Parque Arqueológico de Sacsayhuaman,-13.5086681,-71.9815636,"",,Unspecified,"","",,,,,,,S55879794,"",,,,,Colaptes rupicola,andfli1,Species,11394,,4.67,3,,3000,2400
161855671,Photo,Oreja-Violeta de Vientre Azul,Colibri coruscans,,Andy Walker - Birding Ecotours,2019-05-30,2019,5,30,1104,Peru,PE-CUS,Cuzco [Cusco],,Ollantaytambo (pueblo),-13.2594201,-72.2666073,"",,Unspecified,"","",,,,,,,S56915447,"",,,First pic of a bird in flight with my new camera!,,Colibri coruscans,spvear1,Species,4229,,4.67,3,,750,1200
160322301,Photo,Gaviota Peruana,Larus belcheri,,Mike Kilburn,2019-05-08,2019,5,8,545,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Sur,-12.2186683,-76.9844010,"",,Unspecified,"","",,,,,,,S56618228,"",,,,,Larus belcheri,belgul,Species,6311,,4.67,3,,,
160215631,Photo,Carpintero Pardo,Dryobates fumigatus,,Eduardo De la cadena,2019-05-17,2019,5,17,600,Peru,PE-PAS,Pasco,,Ulcumano Ecolodge,-10.6219398,-75.4254770,Adult Female,,Unspecified,"","",,,,,,,S56616252,"",,,foto Carlos Calle,,Dryobates fumigatus,smbwoo1,Species,10945,,4.67,3,,900,600
158536871,Photo,Garcita Estriada,Butorides striata,,Geoffrey Palmer,2012-01-22,2012,1,22,1000,Peru,PE-LIM,Lima,,Parque de Las Leyendas,-12.0681534,-77.0866013,"",,Unspecified,"","",,,,,,,S56281133,"",,,,,Butorides striata,strher,Species,7189,,4.67,3,,2592,3872
156081411,Photo,Inca Arcoiris,Coeligena iris,,Victor Jhanpiers Jondec Lingán,2019-05-04,2019,5,4,700,Peru,PE-CAJ,Cajamarca,,PE Caj Celendín - Quilimbash,-6.9189075,-78.1874979,"",,Unspecified,"","",,,,,,,S55807937,"",,,,,Coeligena iris,raista1,Species,4499,,4.67,3,,5360,3449
155746661,Photo,Lechuza Peruana,Megascops roboratus,,Will Chatfield-Taylor,2015-07-20,2015,7,20,530,Peru,PE-CAJ,Cajamarca,,"-5.4315x-78.8176 - Jul 20, 2015, 5:47 AM",-5.4314800,-78.8176440,"",,Unspecified,"","",,,,,,,S41600950,"",,,,Roboratus,Megascops roboratus,persco1,Species,8450,,4.67,3,,2803,4204
153088791,Photo,Colibrí Gigante,Patagona gigas,,Jon Iratzagorria Garay,2018-03-29,2018,3,29,800,Peru,PE-ARE,Arequipa,,Cañón Colca--Uyo Uyo,-15.6397334,-71.6702235,"",,Unspecified,"","",,,,,,,S55306721,"",,,,,Patagona gigas,giahum1,Species,4607,,4.67,3,,,
145353631,Photo,Shifornis de Várzea,Schiffornis major,,Kenneth Trease,2019-02-28,2019,2,28,717,Peru,PE-LOR,Loreto,,"Yarapa Arriba (-4.5538,-73.4593)",-4.5538020,-73.4593220,"",,Unspecified,"","",,,,,,,S53365153,"",,,,,Schiffornis major,varsch1,Species,15327,,4.67,3,,1642,2028
142264121,Photo,Aguila Solitaria,Buteogallus solitarius,,Tom Pavlik,2019-02-15,2019,2,15,1500,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Mirador (1700-1800m),-13.0747300,-71.5567600,Juvenile,,Unspecified,"","",,,,,,,S53021570,"",,,,,Buteogallus solitarius,soleag1,Species,8011,,4.67,3,,659,1040
139732661,Photo,Loro de Corona Amarilla,Amazona ochrocephala,,Jon Irvine,2018-07-30,2018,7,30,629,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center (Valqui A5.1),-12.3554500,-70.7064000,"",,Unspecified,"","",,,,,,,S48090148,"",,,,,Amazona ochrocephala,ywcpar,Species,12277,,4.67,3,,1512,2268
136486151,Photo,Cola-Espina de Marcapata,Cranioleuca marcapatae,,Nick Athanas,2013-09-18,2013,9,18,0,Peru,PE-JUN,Junín,,Forest above Apalla,-11.5369623,-74.8133392,Adult,,Unspecified,"","",,,,,,,S51246566,"",,,Ssp. weskei,(Pale-crowned) subspecies group should be added to the filter in case of a possible future eBird split. (HBW splits it as Vilcabamba Spinetail),Cranioleuca marcapatae,marspi2,Species,14842,,4.67,3,,3000,4000
136484471,Photo,Tortolita Peruana,Columbina cruziana,,Deivy Gómez Rodríguez,2017-07-19,2017,7,19,920,Peru,PE-LAL,La Libertad,,Playa Huanchaco,-8.0778150,-79.1199946,"",,Unspecified,"","",,,,,,,S51942444,"",,,,,Columbina cruziana,crgdov1,Species,2213,,4.67,3,,3456,4608
134125081,Photo,Caracara Crestado (norte),Caracara plancus [cheriway Group],,Jorge Tiravanti,2013-12-14,2013,12,14,0,Peru,PE-PIU,Piura,,Coto de Caza El Angolo,-4.3026925,-80.7656650,"",,Unspecified,"","",,,,,,,S46142623,"",,,,,Caracara plancus,crecar1,Group,11431,,4.67,3,,,
133619381,Photo,Canastero de Junín,Asthenes virgata,,Stephen Davies,2015-03-22,2015,3,22,1208,Peru,PE-LIM,Lima,,-11.5693x-76.3487,-11.5692900,-76.3486630,"",,Unspecified,"","",,,,,,,S22594712,"",,,,,Asthenes virgata,juncan1,Species,14767,,4.67,3,,2117,3187
133483831,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Rutger Koperdraad,2019-01-05,2019,1,5,830,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Principal,-12.2080343,-76.9918656,Juvenile,,Unspecified,"","",,,,,,,S51384268,"",,,,,Coragyps atratus,blkvul,Species,7412,,4.67,3,,768,1024
130375021,Photo,Pingüino de Humboldt,Spheniscus humboldti,,Aileen Barclay,2018-12-09,2018,12,9,838,Peru,PE-ICA,Ica,,RN Islas Ballestas,-13.7360501,-76.3951492,"",,Unspecified,"","",,,,,,,S50542148,"",,,,,Spheniscus humboldti,humpen1,Species,6638,,4.67,3,,3254,4881
128826821,Photo,Calzadito de Vientre Esmeralda,Eriocnemis aline,,Mark Faherty,2018-11-16,2018,11,16,545,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,"","",Unspecified,"","",,,,,,,S49982643,"",,,,,Eriocnemis aline,embpuf1,Species,4496,,4.67,3,Watermark,1592,2388
128736661,Photo,Gaviotín Zarcillo,Larosterna inca,,Roger Clark,2005-01-14,2005,1,14,0,Peru,PE-LIM,Lima,,Pucusana (pueblo),-12.4826632,-76.7970890,Adult,,Unspecified,"","",,,,,,,S41965645,"",,,,A group of these stunning birds seen in a cove near Pucusana.,Larosterna inca,incter1,Species,6502,,4.67,3,,3168,4752
128109201,Photo,Tórtola Orejuda,Zenaida auriculata,,Daniel S.,2018-11-19,2018,11,19,541,Peru,PE-CUS,Cuzco [Cusco],,Parque Arqueológico de Sacsayhuaman,-13.5086681,-71.9815636,Adult,,Unspecified,"","",,,,,,,S50047183,"",,,,,Zenaida auriculata,eardov1,Species,2327,,4.67,3,,2939,4484
128014521,Photo,Mosquerito Silbador,Camptostoma obsoletum,,Bernardo Sayus,2018-09-16,2018,9,16,800,Peru,PE-TUM,Tumbes,,Decameron Punta Sal,-3.9678692,-80.9676849,"",,Unspecified,"","",,,,,,,S50239941,"",,,,,Camptostoma obsoletum,sobtyr1,Species,15781,,4.67,3,,2567,3422
127772071,Photo,Gallito de Agua de Frente Roja,Jacana jacana,,T I,2018-11-17,2018,11,17,900,Peru,PE-LOR,Loreto,,Rio Amazonas--Rio Nauta,-4.5795070,-73.7269360,Adult,,Unspecified,"","",,,,,,,S50561556,"",,,,,Jacana jacana,watjac1,Species,5790,,4.67,3,,3419,4559
123318821,Photo,Estrellita de Collar Púrpura,Myrtis fanny,,Michael Willison,2018-10-09,2018,10,9,947,Peru,PE-LIM,Lima,,Estación Biológica Río Santa Eulalia,-11.7441077,-76.6086209,"",,Unspecified,"","",,,,,,,S49087666,"",,,,"Confirmed with eBird reviewer.  ""Female or eclipse male"" he suggests.",Myrtis fanny,pucwoo1,Species,4622,,4.67,3,,1734,2659
122708431,Photo,Inca de Garganta Violeta,Coeligena violifer,,Raphael Lebrun,2016-08-02,2016,8,2,0,Peru,PE-AMA,Amazonas,,Trocha Cresta de San Lorenzo,-5.8101508,-78.0210135,"",,Unspecified,"","",,,,,,,S49808474,"",,,,,Coeligena violifer,vitsta1,Species,4529,,4.67,3,,800,1200
122667771,Photo,Colibrí Gigante,Patagona gigas,,Raphael Lebrun,2016-07-26,2016,7,26,0,Peru,PE-LAL,La Libertad,,Sinsicap - Valley,-7.8502302,-78.7398221,"",,Unspecified,"","",,,,,,,S49771379,"",,,,,Patagona gigas,giahum1,Species,,,4.67,3,,800,1200
122298021,Photo,Tangara del Paraíso,Tangara chilensis,,Noah Strycker,2018-10-23,2018,10,23,540,Peru,PE-LOR,Loreto,,ExplorNapo Lodge--Amazon Canopy Walkway,-3.2529136,-72.9148221,"",,Unspecified,"","",,,,,,,S49401365,"",,,,,Tangara chilensis,partan1,Species,33727,,4.67,3,,800,1200
122295881,Photo,Chotacabras Negruzco,Nyctipolus nigrescens,,Noah Strycker,2018-10-22,2018,10,22,530,Peru,PE-LOR,Loreto,,RN Allpahuayo Mishana--Campo Abierto,-3.9527971,-73.4141073,"",,Unspecified,"","",,,,,,,S49372135,"",,,,,Nyctipolus nigrescens,blanig1,Species,3438,,4.67,3,,800,1200
121526631,Photo,Junquero,Phleocryptes melanops,,Hans Petermann,2018-10-19,2018,10,19,1230,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Principal,-12.2080343,-76.9918656,Adult,,Unspecified,"","",,,,,,,S49308256,"",,,300+1.4,,Phleocryptes melanops,wrlrus1,Species,14324,,4.67,3,,1108,1477
121372081,Photo,Petrel de Parkinson,Procellaria parkinsoni,,Noah Strycker,2018-10-10,2018,10,10,1030,Peru,PE-TUM,Tumbes,,Banco Chico,-3.5538560,-80.9487510,"",,Unspecified,"","",,,,,,,S49110867,"",,,,"Probably an undercount, dozens in view at once most of the time and more trailing in the slick behind the fishing boat.",Procellaria parkinsoni,parpet1,Species,6859,,4.67,3,,800,1200
121216191,Photo,Clarinero de Cola Grande,Quiscalus mexicanus,,Noah Strycker,2018-10-08,2018,10,8,645,Peru,PE-TUM,Tumbes,,Santuario Nacional Manglares de Tumbes,-3.4301467,-80.2849960,"",,Unspecified,"","",,,,,,,S49065064,"",,,,,Quiscalus mexicanus,grtgra,Species,32588,,4.67,3,,800,1200
121142041,Photo,Gallito-Hormiguero de Gorro Rufo,Formicarius colma,,Knut Hansen,2018-10-15,2018,10,15,1447,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center--Grid Trails,-12.3546589,-70.7077133,"",,Unspecified,"","",,,,,,,S49268464,"",,,,,Formicarius colma,rucant2,Species,13743,,4.67,3,,2455,3680
120364401,Photo,Estrellita de Collar Púrpura,Myrtis fanny,,Knut Hansen,2018-10-09,2018,10,9,947,Peru,PE-LIM,Lima,,Estación Biológica Río Santa Eulalia,-11.7441077,-76.6086209,"",,Unspecified,"","",,,,,,,S49082627,"",,,,,Myrtis fanny,pucwoo1,Species,4622,,4.67,3,,1503,2257
120021971,Photo,Matorralero de Gorro Castaño,Arremon brunneinucha,,Carlos Calle Quispe,2018-10-12,2018,10,12,615,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,,,,,,S49366655,"",,,,,Arremon brunneinucha,ccbfin,Species,31825,,4.67,3,,600,900
118992831,Photo,Calandria de Cola Larga,Mimus longicaudatus,,Will Chatfield-Taylor,2015-07-23,2015,7,23,633,Peru,PE-LAM,Lambayeque,,ACP Chaparrí,-6.5396355,-79.4756556,"",,Unspecified,"","",,,,,,,S41601034,"",,,,,Mimus longicaudatus,lotmoc1,Species,27004,,4.67,3,,2455,3683
117149321,Photo,Rascón-Montés de Capucha Gris,Aramides cajaneus,,Craig Caldwell,2018-08-31,2018,8,31,600,Peru,PE-CUS,Cuzco [Cusco],,Estación Biológica Villa Carmen,-12.8949217,-71.4038157,"",,Unspecified,"","",,,,,,,S48504765,"",,,,,Aramides cajaneus,gycwor1,Species,5252,,4.67,3,,2448,3264
115633181,Photo,Tijeral de Manto Llano,Leptasthenura aegithaloides,,Pedro Eduardo Allasi Condo,2018-09-20,2018,9,20,750,Peru,PE-ARE,Arequipa,,Quebrada Guerreros - Islay,-16.9349293,-72.0591025,"",,Unspecified,"","",,,,,,,S48639002,"",,,,,Leptasthenura aegithaloides,pmtspi1,Species,14582,,4.67,3,,1500,1000
115153631,Photo,Gaviota de Capucha Gris,Chroicocephalus cirrocephalus,,Amanda Guercio,2018-08-06,2018,8,6,938,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,Adult,,Unspecified,"","",,,,,,,S47691816,"",,,,,Chroicocephalus cirrocephalus,grhgul,Species,6221,,4.67,3,,2335,3516
115153431,Photo,Gallareta Andina,Fulica ardesiaca,,Amanda Guercio,2018-08-06,2018,8,6,938,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,Adult,,Unspecified,"","",,,,,,,S47691816,"",,,,,Fulica ardesiaca,slccoo1,Species,5316,,4.67,3,,2129,3205
115151951,Photo,Gaviotín Zarcillo,Larosterna inca,,Amanda Guercio,2018-08-06,2018,8,6,620,Peru,PE-LIM,Lima,,Mirador Pucusana,-12.4826383,-76.8011311,Juvenile,,Unspecified,"","",,,,,,,S47691775,"",,,,,Larosterna inca,incter1,Species,6502,,4.67,3,,2517,3789
115151911,Photo,Gaviotín Zarcillo,Larosterna inca,,Amanda Guercio,2018-08-06,2018,8,6,620,Peru,PE-LIM,Lima,,Mirador Pucusana,-12.4826383,-76.8011311,Adult,,Unspecified,"","",,,,,,,S47691775,"",,,,,Larosterna inca,incter1,Species,6502,,4.67,3,,2383,3588
113963201,Photo,Chorlo Acollarado,Charadrius collaris,,Alex Wiebe,2018-09-07,2018,9,7,955,Peru,PE-MDD,Madre de Dios,,Road to Portillo - north of river,-11.4122890,-69.4965840,"",,Unspecified,"","",,,,,,,S48351787,"",,,,,Charadrius collaris,colplo1,Species,5692,,4.67,3,,1246,2593
113868811,Photo,Ostrero Americano,Haematopus palliatus,,Andrew Bailey,2018-08-15,2018,8,15,1550,Peru,PE-ICA,Ica,,Playa Chaco,-13.8278447,-76.2479603,"",,Unspecified,"","",,,,,,,S47867753,"",,,,,Haematopus palliatus,ameoys,Species,5653,,4.67,3,,2711,3238
113554881,Photo,Tangara Rufa y Amarilla,Thlypopsis ruficeps,,Pablo Andrés Cáceres Contreras,2018-07-21,2018,7,21,0,Peru,PE-CUS,Cuzco [Cusco],,Ollantaytambo (pueblo),-13.2594201,-72.2666073,"","",Unspecified,"","",,,,,,,S48226544,"",,,,,Thlypopsis ruficeps,raytan1,Species,33378,,4.67,3,Habitat,2239,3359
113554871,Photo,Tangara Rufa y Amarilla,Thlypopsis ruficeps,,Pablo Andrés Cáceres Contreras,2018-07-21,2018,7,21,0,Peru,PE-CUS,Cuzco [Cusco],,Ollantaytambo (pueblo),-13.2594201,-72.2666073,"",,Unspecified,"","",,,,,,,S48226544,"",,,,,Thlypopsis ruficeps,raytan1,Species,33378,,4.67,3,,2548,3822
113244231,Photo,Tangara de Corona Azafrán,Tangara xanthocephala,,Pablo Andrés Cáceres Contreras,2018-07-22,2018,7,22,0,Peru,PE-CUS,Cuzco [Cusco],,Santuario Historico Machu Picchu--Mariposario de Machupicchu,-13.1619463,-72.5347540,"",,Unspecified,"","",,,,,,,S48241572,"",,,,,Tangara xanthocephala,sactan1,Species,33958,,4.67,3,,2510,3765
113242271,Photo,Moscareta de Mejilla Moteada,Phylloscartes ventralis,,Pablo Andrés Cáceres Contreras,2018-07-22,2018,7,22,0,Peru,PE-CUS,Cuzco [Cusco],,Santuario Historico Machu Picchu--Carretera Hiram Bingham,-13.1643447,-72.5398600,"",,Unspecified,"","",,,,,,,S48241284,"",,,,,Phylloscartes ventralis,moctyr2,Species,15494,,4.67,3,,2424,3636
112423311,Photo,Elanio Plomizo,Ictinia plumbea,,Jon Irvine,2018-07-28,2018,7,28,554,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center (Valqui A5.1),-12.3554500,-70.7064000,"",,Unspecified,"","",,,,,,,S48090151,"",,,,,Ictinia plumbea,plukit1,Species,7710,,4.67,3,,1372,2058
112257861,Photo,Cola-Cardo de la Puna,Asthenes helleri,,Will Sweet,2018-08-25,2018,8,25,1336,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S48068221,"",,,,,Asthenes helleri,punthi1,Species,14799,,4.67,3,,3097,4218
110888281,Photo,Jilguero Encapuchado,Spinus magellanicus,,Craig Evans,2018-02-16,2018,2,16,1200,Peru,PE-ARE,Arequipa,,Cabanaconde to San Galle walk,-15.6061736,-71.9717360,"",,Unspecified,"","",,,,,,,S43116620,"",,,,,Spinus magellanicus,hoosis1,Species,31401,,4.67,3,,3082,3767
110871751,Photo,Cormorán Neotropical,Nannopterum brasilianum,,Craig Evans,2018-01-31,2018,1,31,1130,Peru,PE-ICA,Ica,,Playa Paracas,-13.8344338,-76.2518334,"",,Unspecified,"","",,,,,,,S43064539,"",,,,,Nannopterum brasilianum,neocor,Species,7077,,4.67,3,,2758,2770
110868651,Photo,Tórtola Orejuda,Zenaida auriculata,,Craig Evans,2018-01-30,2018,1,30,1630,Peru,PE-LIM,Lima,,Parque del Amor,-12.1268434,-77.0364627,"",,Unspecified,"","",,,,,,,S43063680,"",,,,,Zenaida auriculata,eardov1,Species,2357,,4.67,3,,3611,5601
110421921,Photo,Gallinazo de Cabeza Amarilla Mayor,Cathartes melambrotus,,Peter Kaestner,2018-08-10,2018,8,10,1430,Peru,PE-SAM,San Martín,,"(-5.9779,-77.2189)",-5.9779220,-77.2188800,"",,Unspecified,"","",,,,,,,S47770892,"",,,,,Cathartes melambrotus,gyhvul1,Species,7347,,4.67,3,,2531,3796
110256641,Photo,Trogón de Corona Azul,Trogon curucui,,Linda Merry,2018-06-17,2018,6,17,738,Peru,PE-MDD,Madre de Dios,,"Centro de Educacion, Ciencia y Conservacion Tambopata/Hacienda Herrera",-12.6051293,-69.1357344,"",,Unspecified,"","",,,,,,,S46960352,"",,,,,Trogon curucui,blctro1,Species,8976,,4.67,3,,1752,2336
110253131,Photo,Garcita Estriada,Butorides striata,,Linda Merry,2018-06-23,2018,6,23,753,Peru,PE-MDD,Madre de Dios,,"Lake Sandoval, Madre de Dios, PE (-12.607, -69.036)",-12.6072865,-69.0363526,"",,Unspecified,"","",,,,,,,S46958371,"",,,,,Butorides striata,strher,Species,7189,,4.67,3,,1752,2336
110252101,Photo,Garza Cuca,Ardea cocoi,,Linda Merry,2018-06-23,2018,6,23,753,Peru,PE-MDD,Madre de Dios,,"Lake Sandoval, Madre de Dios, PE (-12.607, -69.036)",-12.6072865,-69.0363526,"",,Unspecified,"","",,,,,,,S46958371,"",,,,,Ardea cocoi,cocher1,Species,7106,,4.67,3,,1752,2336
109969551,Photo,Golondrina Azul y Blanca,Pygochelidon cyanoleuca,,Ken Oeser,2018-07-28,2018,7,28,945,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,-12.2243504,-76.9878852,"",,Unspecified,"","",,,,,,,S47698425,"",,,,,Pygochelidon cyanoleuca,bawswa1,Species,23016,,4.67,3,,2557,3832
109962781,Photo,Pato de la Puna,Spatula puna,,Ken Oeser,2018-07-26,2018,7,26,1600,Peru,PE-CUS,Cuzco [Cusco],,Laguna de Huacarpay,-13.6180268,-71.7304230,"",,Unspecified,"","",,,,,,,S47697389,"",,,,,Spatula puna,puntea1,Species,421,,4.67,3,,2268,3398
109812141,Photo,Guacamayo Escarlata,Ara macao,,Ken Oeser,2018-07-18,2018,7,18,1300,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center--Grounds,-12.3550311,-70.7029063,"",,Unspecified,"","",,,,,,,S47671302,"",,,,At the macaw lick.,Ara macao,scamac1,Species,12579,,4.67,3,,3163,4741
109229631,Photo,Tortolita de Ala Negra,Metriopelia melanoptera,,Pedro Eduardo Allasi Condo,2018-07-28,2018,7,28,550,Peru,PE-ARE,Arequipa,,RN Salinas y Aguada Blanca--Lagunas Las Salinas,-16.3675801,-71.1749268,"",,Unspecified,"","",,,,,,,S47559252,"",,,,,Metriopelia melanoptera,bwgdov1,Species,2230,,4.67,3,,1000,1500
107731961,Photo,Colibrí de Nuca Blanca,Florisuga mellivora,,Linda Rudolph,2018-06-26,2018,6,26,606,Peru,PE-SAM,San Martín,,Waqanki/Quebrada Mishquiyaquillo--Senda Cresta (Trail to Ridge),-6.0775373,-76.9790554,"",,Unspecified,"","",,,,,,,S47233578,"",,,,,Florisuga mellivora,whnjac1,Species,4097,,4.67,3,,3648,5472
107565691,Photo,Cernícalo Americano,Falco sparverius,,Sharon Liao,2018-07-14,2018,7,14,740,Peru,PE-LIM,Lima,,"(-11.885, -76.441)",-11.8848678,-76.4405527,"",,Unspecified,"","",,,,,,,S47213952,"",,,,,Falco sparverius,amekes,Species,11494,,4.67,3,,3456,5184
107152931,Photo,Gaviota Peruana,Larus belcheri,,Steve Kelling,2013-06-20,2013,6,20,1400,Peru,PE-LIM,Lima,,"-12.4776x-76.8033 - Jun 20, 2013, 2:01 PM",-12.4775720,-76.8032840,Immature,,Unspecified,"","",,,,,,,S14513071,"",,,,,Larus belcheri,belgul,Species,6311,,4.67,3,,1800,3000
107152921,Photo,Gaviota Peruana,Larus belcheri,,Steve Kelling,2013-06-20,2013,6,20,1400,Peru,PE-LIM,Lima,,"-12.4776x-76.8033 - Jun 20, 2013, 2:01 PM",-12.4775720,-76.8032840,Immature,,Unspecified,"","",,,,,,,S14513071,"",,,,,Larus belcheri,belgul,Species,6311,,4.67,3,,1800,3000
107087521,Photo,Tortolita Peruana,Columbina cruziana,,gord smith,2017-09-25,2017,9,25,1245,Peru,PE-LIM,Lima,,Parque de La Cruz,-12.1488304,-77.0230973,"",,Unspecified,"","",,,,,,,S47115990,"",,,,,Columbina cruziana,crgdov1,Species,2213,,4.67,3,,1080,1080
104056531,Photo,Caracara Crestado (sur),Caracara plancus plancus,,Alex Wiebe,2018-06-09,2018,6,9,529,Peru,PE-MDD,Madre de Dios,,Carretera Cachuela,-12.5369430,-69.1700140,"",,Unspecified,"","",,,,,,,S46419360,"",,,,,Caracara plancus,soucar1,Group,11347,,4.67,3,,3099,4748
103961251,Photo,Aguilucho Caminero,Rupornis magnirostris,,Mouser Williams,2018-05-11,2018,5,11,1008,Peru,PE-MDD,Madre de Dios,,"(-12.1565,-71.0869)",-12.1564500,-71.0868740,Adult,,Unspecified,"","",,,,,,,S45886694,"",,,,,Rupornis magnirostris,roahaw,Species,8017,,4.67,3,,1403,1965
103951221,Photo,Chorlo Acollarado,Charadrius collaris,,Mouser Williams,2018-05-11,2018,5,11,1008,Peru,PE-MDD,Madre de Dios,,"(-12.1565,-71.0869)",-12.1564500,-71.0868740,Adult,,Unspecified,"","",,,,,,,S45886694,"",,,,,Charadrius collaris,colplo1,Species,5741,,4.67,3,,2417,3052
103150491,Photo,Oreja-Violeta de Vientre Azul,Colibri coruscans,,Vivek Khanzode,2017-09-08,2017,9,8,715,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,"",,Unspecified,"","",,,,,,,S46280493,"",,,,Several at the feeders,Colibri coruscans,spvear1,Species,4229,,4.67,3,,683,1024
101613111,Photo,Ostrero Negruzco,Haematopus ater,,Ian McMahon,2018-04-05,2018,4,5,1715,Peru,PE-LIM,Lima,,"Pucusana, Miguel Lezama ML PE (-12.483, -76.801)",-12.4828353,-76.8010945,"",,Unspecified,"","",,,,,,,S44352282,"",,,,,Haematopus ater,blaoys1,Species,5609,,4.67,3,,1536,2304
